Ticker,Company,Date,Open,High,Low,Close,Volume,Daily_Return
CAT,Caterpillar Inc,2024-03-25,356.96,358.87,355.03,355.95,1774760.0,-0.0060316662478010485
CAT,Caterpillar Inc,2024-03-26,356.46,359.587,356.0,356.39,1637312.0,0.0012361286697570861
CAT,Caterpillar Inc,2024-03-27,358.72,364.81,357.8783,364.65,2262845.0,0.02317685681416415
CAT,Caterpillar Inc,2024-03-28,364.62,367.22,363.53,366.43,2028629.0,0.004881393116687338
CAT,Caterpillar Inc,2024-04-01,367.48,367.93,362.64,363.74,1953766.0,-0.007341101984007836
CAT,Caterpillar Inc,2024-04-02,362.31,364.99,361.48,364.83,1968867.0,0.002996645955902544
CAT,Caterpillar Inc,2024-04-03,365.49,376.07,364.6,375.79,2623737.0,0.030041389140147645
CAT,Caterpillar Inc,2024-04-04,377.37,381.03,368.88,369.79,2492175.0,-0.015966364192767202
CAT,Caterpillar Inc,2024-04-05,372.5,381.0,371.79,379.3,2068267.0,0.025717299007544714
CAT,Caterpillar Inc,2024-04-08,379.11,382.01,372.89,373.47,2689993.0,-0.015370419193250662
CAT,Caterpillar Inc,2024-04-09,375.03,377.16,365.51,371.9,2043292.0,-0.0042038182451068495
CAT,Caterpillar Inc,2024-04-10,366.2,372.62,364.39,372.07,2148522.0,0.00045711212691590397
CAT,Caterpillar Inc,2024-04-11,372.63,373.37,366.9,371.98,2535736.0,-0.000241889966941633
CAT,Caterpillar Inc,2024-04-12,368.64,372.8425,362.68,365.63,2072870.0,-0.01707081025861612
CAT,Caterpillar Inc,2024-04-15,372.97,374.46,362.1101,363.91,2170956.0,-0.004704209173207796
CAT,Caterpillar Inc,2024-04-16,363.02,363.455,357.18,359.88,2514069.0,-0.011074166689566178
CAT,Caterpillar Inc,2024-04-17,362.65,362.91,352.88,358.32,2313776.0,-0.004334778259419858
CAT,Caterpillar Inc,2024-04-18,361.15,363.48,356.1677,357.93,2380716.0,-0.001088412592096466
CAT,Caterpillar Inc,2024-04-19,358.29,360.95,352.14,354.66,2929591.0,-0.009135864554521755
CAT,Caterpillar Inc,2024-04-22,356.1,362.0,353.24,357.61,2085356.0,0.00831782552303606
CAT,Caterpillar Inc,2024-04-23,360.0,365.52,359.04,363.25,1810693.0,0.015771371046670923
CAT,Caterpillar Inc,2024-04-24,363.95,368.17,358.895,363.52,3032711.0,0.0007432897453543141
CAT,Caterpillar Inc,2024-04-25,330.44,341.94,330.32,338.0,6459595.0,-0.07020246478873238
CAT,Caterpillar Inc,2024-04-26,338.44,345.5,338.33,343.38,3324630.0,0.01591715976331365
CAT,Caterpillar Inc,2024-04-29,343.98,350.9499,343.98,349.8,2213594.0,0.018696487856019628
CAT,Caterpillar Inc,2024-04-30,347.02,347.77,333.12,334.57,4201677.0,-0.04353916523727852
CAT,Caterpillar Inc,2024-05-01,333.38,338.495,330.74,331.07,3520821.0,-0.0104611889888514
CAT,Caterpillar Inc,2024-05-02,333.52,336.16,329.25,335.44,2492004.0,0.013199625456852049
CAT,Caterpillar Inc,2024-05-03,338.09,341.61,334.98,336.75,1977087.0,0.0039053183877890696
CAT,Caterpillar Inc,2024-05-06,340.87,342.5499,339.7,342.1,1653860.0,0.015887156644394995
CAT,Caterpillar Inc,2024-05-07,344.47,348.54,343.395,345.0,1965752.0,0.00847705349313066
CAT,Caterpillar Inc,2024-05-08,340.0,346.27,338.74,344.5,2260496.0,-0.0014492753623188692
CAT,Caterpillar Inc,2024-05-09,345.92,352.88,345.43,351.78,3208947.0,0.02113207547169793
CAT,Caterpillar Inc,2024-05-10,355.0,357.51,353.5226,354.79,2210787.0,0.008556484166240441
CAT,Caterpillar Inc,2024-05-13,354.8,358.55,354.37,356.68,2051224.0,0.005327094901209195
CAT,Caterpillar Inc,2024-05-14,357.72,360.61,357.03,358.18,1563528.0,0.004205450263541577
CAT,Caterpillar Inc,2024-05-15,361.47,363.31,358.12,360.04,1913878.0,0.005192919761014103
